Time,Symbol,Price,Quantity,Type,Status,Value,Tag
2025-02-25T08:21:00Z,SUIUSD,2.798,2083.31518,Limit,Filled,5829.11587364,"Entry" 
2025-02-25T09:00:00Z,LTCUSD,123.25,-36.60257484,Limit,Filled,-4511.26734903,"ATR Trail" 
2025-02-25T09:07:00Z,LINKUSD,16.6132,-956.32652381,Limit,Filled,-15887.64380536,"ATR Trail" 
2025-02-25T09:08:00Z,ETHUSD,2407.77,3.9037588,Limit,Filled,9399.353325876,"Entry" 
2025-02-25T09:08:00Z,XRPUSD,2.18593,2582.70112651,Limit,Filled,5645.603873472,"Entry" 
2025-02-25T09:09:00Z,SUIUSD,2.8642,-2083.31518,Limit,Filled,-5967.031338556,"ATR Trail" 
2025-02-25T09:11:00Z,SOLUSD,157.84,-63.38077407,Limit,Filled,-10004.021379209,"ATR Trail" 
2025-02-25T09:22:00Z,XRPUSD,2.39753,-2582.70112651,Limit,Filled,-6192.1034318415,"ATR Trail" 
2025-02-25T09:29:00Z,FTMUSD,0.84,-9572.75775971,Limit,Filled,-8041.1165181564,"ATR Trail" 
2025-02-25T09:29:00Z,ETHUSD,2651.79,-3.9037588,Limit,Filled,-10351.948548252,"ATR Trail" 
2025-02-25T10:05:00Z,ADAUSD,0.652244,20978.11749383,Limit,Filled,13682.851266646,"Entry" 
2025-02-25T10:12:00Z,ADAUSD,0.736508,-20978.11749382,Limit,Filled,-15450.551359138,"ATR Trail" 
2025-02-25T10:30:00Z,ETHUSD,2384.05,4.2668226,Limit,Filled,10172.31841953,"Entry" 
2025-02-25T10:30:00Z,SUIUSD,2.6895,3782.0934,Limit,Filled,10171.9401993,"Entry" 
2025-02-25T10:33:00Z,XDGUSD,0.2023266,38459.67394828,Limit,Filled,7781.4150670641,"Entry" 
2025-02-25T11:06:00Z,ETHUSD,2651.79,-4.2668226,Limit,Filled,-11314.717502454,"ATR Trail" 
2025-02-25T11:11:00Z,SUIUSD,2.8642,-3782.0934,Limit,Filled,-10832.67191628,"ATR Trail" 
2025-02-25T11:17:00Z,XDGUSD,0.2231395,-38459.67394827,Limit,Filled,-8581.87241498,"ATR Trail" 
2025-02-25T11:18:00Z,XRPUSD,2.08219,3715.87023449,Limit,Filled,7737.1478435527,"Entry" 
2025-02-25T11:35:00Z,TAOUSD,356.7164,20.42793,Limit,Filled,7286.977649052,"Entry" 
2025-02-25T11:46:00Z,XRPUSD,2.39753,-1857.93511724,Limit,Filled,-4454.4551816364,"Partial TP" 
2025-02-25T11:49:00Z,TAOUSD,399.0781,-10.21396,Limit,Filled,-4076.167750276,"Partial TP" 
2025-02-25T12:02:00Z,TAOUSD,399.0781,-10.21397,Limit,Filled,-4076.171741057,"ATR Trail" 
2025-02-25T12:25:00Z,DOTUSD,4.4385,2138.95214983,Limit,Filled,9493.7391170205,"Entry" 
2025-02-25T12:52:00Z,SUIUSD,2.7953,2576.14161,Limit,Filled,7201.088642433,"Entry" 
2025-02-25T13:02:00Z,TAOUSD,370.2669,22.24905,Limit,Filled,8238.086771445,"Entry" 
2025-02-25T13:21:00Z,TAOUSD,399.0781,-22.24906,Limit,Filled,-8879.112591586,"ATR Trail" 
2025-02-25T13:30:00Z,SUIUSD,2.8642,-2576.14161,Limit,Filled,-7378.584799362,"ATR Trail" 
2025-02-25T13:38:00Z,XRPUSD,2.39753,-1857.93511725,Limit,Filled,-4454.4551816604,"ATR Trail" 
2025-02-25T13:57:00Z,DOTUSD,4.6708,-2138.95214983,Limit,Filled,-9990.617701426,"Stagnation Exit" 
2025-02-25T14:21:00Z,TAOUSD,367.1504,24.92753,Limit,Filled,9152.152610512,"Entry" 
2025-02-25T14:41:00Z,TAOUSD,399.0781,-24.92753,Limit,Filled,-9948.031310093,"ATR Trail" 
2025-02-25T15:39:00Z,ADAUSD,0.644379,12960.9249848,Limit,Filled,8351.7478807804,"Entry" 
2025-02-25T15:40:00Z,FTMUSD,0.6962,11304.62611572,Limit,Filled,7870.2807017643,"Entry" 
2025-02-25T15:52:00Z,FTMUSD,0.7168,-5652.31305786,Limit,Filled,-4051.577999874,"Partial TP" 
2025-02-25T16:04:00Z,FTMUSD,0.7102,-5652.31305786,Limit,Filled,-4014.2727336922,"ATR Trail" 
2025-02-25T16:15:00Z,ETHUSD,2402.26,5.45357033,Limit,Filled,13100.893860946,"Entry" 
2025-02-25T16:26:00Z,ADAUSD,0.645975,-12960.92498481,Limit,Filled,-8372.4335170626,"ATR Trail" 
2025-02-25T17:47:00Z,ETHUSD,2426.99,-5.45357033,Limit,Filled,-13235.760655207,"ATR Trail" 
2025-02-25T18:00:00Z,XDGUSD,0.2054525,40768.86892027,Limit,Filled,8376.0660418418,"Entry" 
2025-02-25T18:19:00Z,XDGUSD,0.204519,-40768.86892028,Limit,Filled,-8338.0083027067,"ATR Trail" 
2025-02-25T18:21:00Z,UNIUSD,8.323,4100.98064884,Limit,Filled,34132.461940295,"Entry" 
2025-02-25T19:05:00Z,UNIUSD,8.486,-4100.98064884,Limit,Filled,-34800.921786056,"ATR Trail" 
2025-02-25T19:35:00Z,ALGOUSD,0,45702.29153481,Limit,Canceled,0,"" 
2025-02-25T19:37:00Z,ALGOUSD,0.22566,45449.34548912,Limit,Filled,10256.099303075,"Entry" 
2025-02-25T20:20:00Z,ALGOUSD,0.23191,-22724.67274456,Limit,Filled,-5270.0788561909,"Partial TP" 
2025-02-25T20:38:00Z,ALGOUSD,0.23222,-22724.67274456,Limit,Filled,-5277.1235047417,"ATR Trail" 
2025-02-25T20:40:00Z,ADAUSD,0.681375,12345.35217516,Limit,Filled,8411.8143383496,"Entry" 
2025-02-25T21:36:00Z,ADAUSD,0.675814,-12345.35217516,Limit,Filled,-8343.1618349036,"ATR Trail" 
2025-02-25T22:05:00Z,XDGUSD,0.21321,46995.94096024,Limit,Filled,10020.004572133,"Entry" 
2025-02-25T22:18:00Z,XDGUSD,0.21149,-46995.94096024,Limit,Filled,-9939.1715536812,"ATR Trail" 
2025-02-25T22:52:00Z,XLMUSD,0.295757,32988.10099291,Limit,Filled,9756.4617853601,"Entry" 
2025-02-25T23:39:00Z,XLMUSD,0.296493,-32988.1009929,Limit,Filled,-9780.7410276879,"ATR Trail" 
2025-02-26T08:30:00Z,SUIUSD,2.9835,3265.94363,Limit,Filled,9743.942820105,"Entry" 
2025-02-26T09:43:00Z,LTCUSD,126.01,98.00070031,Limit,Filled,12349.068246063,"Entry" 
2025-02-26T10:15:00Z,SUIUSD,3.0208,-3265.94363,Limit,Filled,-9865.762517504,"ATR Trail" 
2025-02-26T10:31:00Z,LTCUSD,126.93,-98.00070031,Limit,Filled,-12439.228890348,"ATR Trail" 
2025-02-26T11:40:00Z,LTCUSD,125.55,77.71310239,Limit,Filled,9756.8800050645,"Entry" 
2025-02-26T12:22:00Z,LTCUSD,126.03,-77.71310239,Limit,Filled,-9794.1822942117,"ATR Trail" 
2025-02-26T13:00:00Z,SUIUSD,2.9318,4975.98487,Limit,Filled,14588.592441866,"Entry" 
2025-02-26T13:45:00Z,LTCUSD,0,70.40213994,Limit,Canceled,0,"" 
2025-02-26T14:02:00Z,SUIUSD,2.9392,-4975.98487,Limit,Filled,-14625.414729904,"ATR Trail" 
2025-02-26T14:40:00Z,SOLUSD,136.36,109.81492624,Limit,Filled,14974.363342086,"Entry" 
2025-02-26T14:40:00Z,ETHUSD,2402.07,4.57157162,Limit,Filled,10981.235041253,"Entry" 
2025-02-26T14:41:00Z,XDGUSD,0.2045341,35549.68991155,Limit,Filled,7271.123831338,"Entry" 
2025-02-26T15:00:00Z,ONDOUSD,0.97788,35197.92179,Limit,Filled,34419.343760005,"Entry" 
2025-02-26T15:04:00Z,XDGUSD,0,-17774.84495577,Limit,Canceled,0,"" 
2025-02-26T15:13:00Z,SOLUSD,146.32,-54.90746312,Limit,Filled,-8034.0600037184,"Partial TP" 
2025-02-26T15:29:00Z,XDGUSD,0.2098141,-35549.68991154,Limit,Filled,-7458.8261940688,"ATR Trail" 
2025-02-26T15:30:00Z,ETHUSD,2527.61,-4.57157162,Limit,Filled,-11555.150142428,"ATR Trail" 
2025-02-26T15:30:00Z,SOLUSD,146.32,-54.90746312,Limit,Filled,-8034.0600037184,"ATR Trail" 
2025-02-26T16:10:00Z,ONDOUSD,1.00323,-35197.92178,Limit,Filled,-35311.611067349,"ATR Trail" 
2025-02-26T17:14:00Z,XRPUSD,2.26218,3671.38498219,Limit,Filled,8305.3336790106,"Entry" 
2025-02-26T17:33:00Z,XRPUSD,2.35816,-3671.38498218,Limit,Filled,-8657.7132095776,"ATR Trail" 
2025-02-26T18:51:00Z,DOTUSD,4.7122,1941.48291732,Limit,Filled,9148.6558029953,"Entry" 
2025-02-26T19:33:00Z,DOTUSD,4.919,-1941.48291732,Limit,Filled,-9550.1544702971,"ATR Trail" 
2025-02-26T19:44:00Z,XRPUSD,2.17405,4697.97399383,Limit,Filled,10213.630361286,"Entry" 
2025-02-26T19:56:00Z,SOLUSD,132.05,71.65407926,Limit,Filled,9461.921166283,"Entry" 
2025-02-26T20:17:00Z,SOLUSD,146.32,-71.65407926,Limit,Filled,-10484.424877323,"ATR Trail" 
2025-02-26T20:20:00Z,XRPUSD,2.35816,-4697.97399384,Limit,Filled,-11078.574353314,"ATR Trail" 
2025-02-26T20:26:00Z,ADAUSD,0,17842.1404547,Limit,Canceled,0,"" 
2025-02-26T20:28:00Z,XDGUSD,0.1999701,42816.67054516,Limit,Filled,8562.0538905827,"Entry" 
2025-02-26T21:27:00Z,SUIUSD,2.8901,3363.2679,Limit,Filled,9720.18055779,"Entry" 
2025-02-26T21:44:00Z,SUIUSD,2.8652,-3363.26789,Limit,Filled,-9636.435158428,"ATR Trail" 
2025-02-26T22:01:00Z,XDGUSD,0.2065166,-21408.33527258,Limit,Filled,-4421.1766121533,"Partial TP" 
2025-02-26T22:20:00Z,XDGUSD,0.2056281,-21408.33527259,Limit,Filled,-4402.1553062657,"ATR Trail" 
2025-02-26T22:21:00Z,ETHUSD,0,4.3845812,Limit,Canceled,0,"" 
2025-02-26T22:24:00Z,ETHUSD,2356.88,4.39554345,Limit,Filled,10359.768446436,"Entry" 
2025-02-26T23:21:00Z,ETHUSD,2527.61,-4.39554345,Limit,Filled,-11110.219579655,"ATR Trail" 
2025-02-26T23:46:00Z,XRPUSD,2.18604,4760.8778613,Limit,Filled,10407.469439916,"Entry" 
2025-02-27T00:26:00Z,XRPUSD,2.35816,-4760.8778613,Limit,Filled,-11226.911737403,"ATR Trail" 
2025-02-27T00:41:00Z,SOLUSD,0,77.16314122,Limit,Canceled,0,"" 
2025-02-27T01:30:00Z,XDGUSD,0.2048495,56168.87862452,Limit,Filled,11506.166701794,"Entry" 
2025-02-27T02:36:00Z,XDGUSD,0.205492,-56168.87862452,Limit,Filled,-11542.25520631,"ATR Trail" 
2025-02-27T03:20:00Z,ALGOUSD,0,116959.25321134,Limit,Canceled,0,"" 
2025-02-27T03:24:00Z,ALGOUSD,0.23887,159349.58293387,Limit,Filled,38063.834875414,"Entry" 
2025-02-27T04:13:00Z,ALGOUSD,0.23828,-159349.58293387,Limit,Filled,-37969.818621483,"ATR Trail" 
2025-02-27T07:25:00Z,LTCUSD,0,107.86820093,Limit,Canceled,0,"" 
2025-02-27T07:27:00Z,LTCUSD,128.59,107.79279791,Limit,Filled,13861.075883247,"Entry" 
2025-02-27T08:15:00Z,LTCUSD,129.62,-107.79279791,Limit,Filled,-13972.102465094,"ATR Trail" 
2025-02-27T09:26:00Z,MKRUSD,1768.2,19.19190309,Limit,Filled,33935.123043738,"Entry" 
2025-02-27T09:48:00Z,MKRUSD,1759.2,-19.19190309,Limit,Filled,-33762.395915928,"ATR Trail" 
2025-02-27T10:12:00Z,LTCUSD,131.49,200.77806645,Limit,Filled,26400.307957511,"Entry" 
2025-02-27T11:15:00Z,LTCUSD,131.44,-200.77806645,Limit,Filled,-26390.269054188,"ATR Trail" 
2025-02-27T15:11:00Z,ETHUSD,0,3.4933189,Limit,Canceled,0,"" 
2025-02-27T15:12:00Z,SUIUSD,0,8896.48841,Limit,Canceled,0,"" 
2025-02-27T15:14:00Z,ETHUSD,2319.09,2.85875408,Limit,Filled,6629.7079993872,"Entry" 
2025-02-27T15:16:00Z,SUIUSD,2.8502,11025.07687,Limit,Filled,31423.674094874,"Entry" 
2025-02-27T15:25:00Z,XRPUSD,2.19901,2684.63676198,Limit,Filled,5903.5430859616,"Entry" 
2025-02-27T16:27:00Z,SUIUSD,2.8312,-11025.07688,Limit,Filled,-31214.197662656,"ATR Trail" 
2025-02-27T16:28:00Z,ETHUSD,2363.16,-2.85875408,Limit,Filled,-6755.6932916928,"ATR Trail" 
2025-02-27T16:33:00Z,XRPUSD,2.21,-2684.63676197,Limit,Filled,-5933.0472439537,"ATR Trail" 
2025-02-27T17:20:00Z,DOTUSD,4.9994,1919.14003724,Limit,Filled,9594.5487021777,"Entry" 
2025-02-27T17:20:00Z,SOLUSD,137.82,69.66159476,Limit,Filled,9600.7609898232,"Entry" 
2025-02-27T17:42:00Z,DOTUSD,4.9805,-1919.14003724,Limit,Filled,-9558.2769554738,"ATR Trail" 
2025-02-27T18:52:00Z,SOLUSD,139.1,-69.66159476,Limit,Filled,-9689.927831116,"ATR Trail" 
2025-02-27T20:55:00Z,XRPUSD,2.1693,4733.68319064,Limit,Filled,10268.778945455,"Entry" 
2025-02-27T20:57:00Z,SOLUSD,135.99,70.05263977,Limit,Filled,9526.4584823223,"Entry" 
2025-02-27T21:07:00Z,XRPUSD,2.21685,-4733.68319065,Limit,Filled,-10493.865581192,"ATR Trail" 
2025-02-27T21:20:00Z,ADAUSD,0.637242,62242.70646681,Limit,Filled,39663.666754323,"Entry" 
2025-02-27T21:20:00Z,XDGUSD,0.2042001,155249.03825171,Limit,Filled,31701.869135903,"Entry" 
2025-02-27T21:20:00Z,ETHUSD,2263.92,3.84986078,Limit,Filled,8715.7768170576,"Entry" 
2025-02-27T22:05:00Z,SOLUSD,137.22,-70.05263977,Limit,Filled,-9612.6232292394,"ATR Trail" 
2025-02-27T22:08:00Z,ADAUSD,0.671328,-62242.70646681,Limit,Filled,-41785.271646951,"ATR Trail" 
2025-02-27T22:16:00Z,XDGUSD,0.2089737,-155249.03825171,Limit,Filled,-32442.965944901,"ATR Trail" 
2025-02-28T00:53:00Z,ETHUSD,2329.34,-3.84986078,Limit,Filled,-8967.6347092852,"ATR Trail" 
2025-02-28T02:18:00Z,XRPUSD,2.07765,3747.79271997,Limit,Filled,7786.6015446457,"Entry" 
2025-02-28T02:34:00Z,XRPUSD,2.21685,-3747.79271996,Limit,Filled,-8308.2942912433,"ATR Trail" 
2025-02-28T02:46:00Z,SOLUSD,128.65,74.22531366,Limit,Filled,9549.086602359,"Entry" 
2025-02-28T02:57:00Z,MKRUSD,1646.3,14.78076771,Limit,Filled,24333.577880973,"Entry" 
2025-02-28T03:22:00Z,MKRUSD,1677.8,-14.7807677,Limit,Filled,-24799.17204706,"Stop Loss" 
2025-02-28T03:33:00Z,SOLUSD,134.8,-74.22531366,Limit,Filled,-10005.572281368,"ATR Trail" 
2025-02-28T03:54:00Z,TAOUSD,306.6704,84.83776,Limit,Filled,26017.229794304,"Entry" 
2025-02-28T04:35:00Z,TAOUSD,345.1146,-84.83776,Limit,Filled,-29278.749607296,"ATR Trail" 
2025-02-28T04:45:00Z,SUIUSD,2.5746,10360.5791,Limit,Filled,26674.34695086,"Entry" 
2025-02-28T05:23:00Z,XRPUSD,0,3953.05945354,Limit,Canceled,0,"" 
2025-02-28T05:27:00Z,SUIUSD,2.8166,-10360.5791,Limit,Filled,-29181.60709306,"ATR Trail" 
2025-02-28T05:40:00Z,ETHUSD,2112.35,3.84536247,Limit,Filled,8122.7514135045,"Entry" 
2025-02-28T05:45:00Z,XRPUSD,2.02361,3797.33694058,Limit,Filled,7684.3290063271,"Entry" 
2025-02-28T06:01:00Z,TAOUSD,301.9959,29.42786,Limit,Filled,8887.093065774,"Entry" 
2025-02-28T06:02:00Z,LTCUSD,119.26,185.96343021,Limit,Filled,22177.998686845,"Entry" 
2025-02-28T06:15:00Z,XRPUSD,2.21685,-3797.33694058,Limit,Filled,-8418.1263967248,"ATR Trail" 
2025-02-28T06:16:00Z,TAOUSD,345.1146,-29.42785,Limit,Filled,-10155.98068161,"ATR Trail" 
2025-02-28T06:20:00Z,LTCUSD,127.25,-185.96343021,Limit,Filled,-23663.846494223,"ATR Trail" 
2025-02-28T06:21:00Z,ETHUSD,2329.34,-3.84536247,Limit,Filled,-8957.1566158698,"ATR Trail" 
2025-02-28T06:35:00Z,SOLUSD,127.3,80.09810437,Limit,Filled,10196.488686301,"Entry" 
2025-02-28T07:03:00Z,ADAUSD,0.592572,16076.14646996,Limit,Filled,9526.2742659971,"Entry" 
2025-02-28T07:20:00Z,LTCUSD,117.98,75.45181778,Limit,Filled,8901.8054616844,"Entry" 
2025-02-28T07:37:00Z,SOLUSD,134.8,-80.09810437,Limit,Filled,-10797.224469076,"ATR Trail" 
2025-02-28T07:38:00Z,ADAUSD,0.671328,-16076.14646996,Limit,Filled,-10792.367257385,"ATR Trail" 
2025-02-28T07:42:00Z,ETHUSD,2107.03,4.61158351,Limit,Filled,9716.7448030753,"Entry" 
2025-02-28T07:45:00Z,LTCUSD,127.25,-75.45181778,Limit,Filled,-9601.243812505,"ATR Trail" 
2025-02-28T07:55:00Z,TAOUSD,306.5488,31.5505,Limit,Filled,9671.7679144,"Entry" 
2025-02-28T08:06:00Z,SUIUSD,2.5832,3505.06669,Limit,Filled,9054.288273608,"Entry" 
2025-02-28T08:13:00Z,TAOUSD,345.1146,-31.5505,Limit,Filled,-10888.5381873,"ATR Trail" 
2025-02-28T08:17:00Z,ETHUSD,2329.34,-4.61158351,Limit,Filled,-10741.945933183,"ATR Trail" 
2025-02-28T08:17:00Z,SUIUSD,2.8166,-3505.06669,Limit,Filled,-9872.370839054,"ATR Trail" 
2025-02-28T08:35:00Z,ALGOUSD,0,221039.07912588,Limit,Canceled,0,"" 
2025-02-28T08:35:00Z,XRPUSD,1.99989,5413.34943924,Limit,Filled,10826.103410042,"Entry" 
2025-02-28T08:37:00Z,SOLUSD,129.73,63.67878912,Limit,Filled,8261.0493125376,"Entry" 
2025-02-28T09:31:00Z,SOLUSD,134.8,-31.83939455,Limit,Filled,-4291.95038534,"Partial TP" 
2025-02-28T09:31:00Z,XRPUSD,2.21685,-2706.67471962,Limit,Filled,-6000.2918521896,"Partial TP" 
2025-02-28T09:35:00Z,LTCUSD,120.47,115.796878,Limit,Filled,13950.04989266,"Entry" 
2025-02-28T09:55:00Z,ETHUSD,2140.58,5.91693284,Limit,Filled,12665.668098647,"Entry" 
2025-02-28T10:04:00Z,LTCUSD,127.25,-115.796878,Limit,Filled,-14735.1527255,"ATR Trail" 
2025-02-28T10:07:00Z,SOLUSD,134.8,-31.83939457,Limit,Filled,-4291.950388036,"ATR Trail" 
2025-02-28T10:09:00Z,XRPUSD,2.21685,-2706.67471962,Limit,Filled,-6000.2918521896,"ATR Trail" 
2025-02-28T10:22:00Z,ETHUSD,2329.34,-5.91693284,Limit,Filled,-13782.548341526,"ATR Trail" 
2025-02-28T11:50:00Z,SOLUSD,134.23,71.01597373,Limit,Filled,9532.4741537779,"Entry" 
2025-02-28T12:06:00Z,SOLUSD,134.8,-71.01597373,Limit,Filled,-9572.953258804,"ATR Trail" 
2025-02-28T13:10:00Z,SUIUSD,2.6724,4354.54434,Limit,Filled,11637.084294216,"Entry" 
2025-02-28T13:16:00Z,SUIUSD,2.8166,-4354.54434,Limit,Filled,-12265.009588044,"ATR Trail" 
2025-02-28T13:35:00Z,XDGUSD,0.1897106,135608.16987554,Limit,Filled,25726.307271991,"Entry" 
2025-02-28T13:56:00Z,TAOUSD,321.2912,25.05921,Limit,Filled,8051.303651952,"Entry" 
2025-02-28T14:25:00Z,TAOUSD,345.1146,-25.05921,Limit,Filled,-8648.299235466,"ATR Trail" 
2025-02-28T14:32:00Z,XDGUSD,0.2089737,-135608.16987554,Limit,Filled,-28338.54100912,"ATR Trail" 
2025-02-28T14:33:00Z,XLMUSD,0.271525,146002.4366116,Limit,Filled,39643.311600965,"Entry" 
2025-02-28T15:17:00Z,XLMUSD,0.278818,-73001.2183058,Limit,Filled,-20354.053685587,"Partial TP" 
2025-02-28T15:32:00Z,XDGUSD,0.1990282,52823.89862076,Limit,Filled,10513.445459472,"Entry" 
2025-02-28T16:11:00Z,XDGUSD,0.2089737,-52823.89862076,Limit,Filled,-11038.805543205,"ATR Trail" 
2025-02-28T16:13:00Z,XLMUSD,0.278917,-73001.21830581,Limit,Filled,-20361.280806202,"ATR Trail" 
2025-02-28T16:48:00Z,SUIUSD,2.7965,4301.87081,Limit,Filled,12030.181720165,"Entry" 
2025-02-28T17:11:00Z,XDGUSD,0.1990092,76391.47684175,Limit,Filled,15202.606693095,"Entry" 
2025-02-28T17:43:00Z,XDGUSD,0.1979355,-76391.47684175,Limit,Filled,-15120.58516441,"ATR Trail" 
2025-02-28T18:20:00Z,SUIUSD,2.7832,-4301.87081,Limit,Filled,-11972.966838392,"Stagnation Exit" 
2025-03-01T22:01:00Z,XLMUSD,0.316175,131883.13214553,Limit,Filled,41698.149306113,"Entry" 
2025-03-01T22:21:00Z,XLMUSD,0.314361,-131883.13214552,Limit,Filled,-41458.913304398,"ATR Trail" 
2025-03-02T02:50:00Z,XRPUSD,2.2461,4918.7275059,Limit,Filled,11047.953851002,"Entry" 
2025-03-02T03:06:00Z,XLMUSD,0.327748,104633.94576725,Limit,Filled,34293.566457325,"Entry" 
2025-03-02T03:24:00Z,XRPUSD,0,-4918.72750591,Limit,Canceled,0,"" 
2025-03-02T03:27:00Z,XRPUSD,2.24404,-4918.72750591,Limit,Filled,-11037.821272362,"ATR Trail" 
2025-03-02T03:34:00Z,XLMUSD,0.325,-104633.94576726,Limit,Filled,-34006.032374359,"ATR Trail" 
2025-03-02T15:25:00Z,XRPUSD,0,15195.83289057,Limit,Canceled,0,"" 
2025-03-02T15:29:00Z,ADAUSD,0.761587,65889.66415248,Limit,Filled,50180.711652895,"Entry" 
2025-03-02T15:31:00Z,ADAUSD,0.783485,-32944.83207624,Limit,Filled,-25811.781759253,"Partial TP" 
2025-03-02T15:40:00Z,ADAUSD,0.886016,-32944.83207624,Limit,Filled,-29189.648336862,"Trailing Stop" 
2025-03-02T15:41:00Z,SOLUSD,158.18,307.26208234,Limit,Filled,48602.716184541,"Entry" 
2025-03-02T15:41:00Z,XDGUSD,0.2160562,67500.88265738,Limit,Filled,14583.984203599,"Entry" 
2025-03-02T15:41:00Z,LINKUSD,15.34584,2321.80203316,Limit,Filled,35630.002512548,"Entry" 
2025-03-02T15:41:00Z,XRPUSD,2.54347,13983.12392148,Limit,Filled,35565.656200567,"Entry" 
2025-03-02T15:41:00Z,ALGOUSD,0.266,134267.92487313,Limit,Filled,35715.268016253,"Entry" 
2025-03-02T15:42:00Z,XRPUSD,2.63245,-6991.56196074,Limit,Filled,-18404.93728355,"Partial TP" 
2025-03-02T15:46:00Z,ALGOUSD,0.27127,-134267.92487312,Limit,Filled,-36422.859980331,"ATR Trail" 
2025-03-02T15:47:00Z,LINKUSD,15.43793,-2321.80203316,Limit,Filled,-35843.817261782,"ATR Trail" 
2025-03-02T15:47:00Z,XDGUSD,0.2178118,-67500.88265738,Limit,Filled,-14702.488753193,"ATR Trail" 
2025-03-02T15:47:00Z,XRPUSD,2.59613,-6991.56196074,Limit,Filled,-18151.003753136,"Breakeven Stop" 
2025-03-02T16:04:00Z,SOLUSD,165.51,-153.63104117,Limit,Filled,-25427.473624047,"Partial TP" 
2025-03-02T16:42:00Z,SOLUSD,179.13,-153.63104117,Limit,Filled,-27519.928404782,"Trailing Stop" 
2025-03-02T16:43:00Z,ADAUSD,1.073244,31806.08212514,Limit,Filled,34135.686804314,"Entry" 
2025-03-02T16:43:00Z,DOTUSD,5.036,10503.67985267,Limit,Filled,52896.531738046,"Entry" 
2025-03-02T16:43:00Z,ONDOUSD,1.12186,37298.1318,Limit,Filled,41843.282141148,"Entry" 
2025-03-02T16:43:00Z,SUIUSD,3.1977,13014.63749,Limit,Filled,41616.906301773,"Entry" 
2025-03-02T17:04:00Z,SUIUSD,3.2145,-13014.63748,Limit,Filled,-41835.55217946,"Stop Loss" 
2025-03-02T17:08:00Z,ONDOUSD,1.15429,-18649.0659,Limit,Filled,-21526.430277711,"Partial TP" 
2025-03-02T17:37:00Z,ADAUSD,1.142966,-15903.04106257,Limit,Filled,-18176.635231121,"Partial TP" 
2025-03-02T17:39:00Z,ADAUSD,1.142966,-15903.04106257,Limit,Filled,-18176.635231121,"Breakeven Stop" 
2025-03-02T17:47:00Z,DOTUSD,0,-5251.83992633,Limit,Canceled,0,"" 
2025-03-02T17:50:00Z,ONDOUSD,1.19291,-18649.06591,Limit,Filled,-22246.657214698,"Trailing Stop" 
2025-03-02T17:55:00Z,DOTUSD,5.0841,-10503.67985267,Limit,Filled,-53401.75873896,"ATR Trail" 
2025-03-02T17:57:00Z,SOLUSD,0,72.29436079,Limit,Canceled,0,"" 
2025-03-02T17:59:00Z,SOLUSD,0,71.79455211,Limit,Canceled,0,"" 
2025-03-02T18:00:00Z,AAVEUSD,221.9,171.66263053,Limit,Filled,38091.937714607,"Entry" 
2025-03-02T18:36:00Z,AAVEUSD,220.41,-171.66263053,Limit,Filled,-37836.160395117,"ATR Trail" 
2025-03-02T18:50:00Z,ADAUSD,1.008699,9914.27740338,Limit,Filled,10000.521702512,"Entry" 
2025-03-02T18:50:00Z,ETHUSD,2472.88,13.47776461,Limit,Filled,33328.894548777,"Entry" 
2025-03-02T19:35:00Z,XRPUSD,2.83467,4455.19205062,Limit,Filled,12628.999250131,"Entry" 
2025-03-02T19:37:00Z,ADAUSD,1.142966,-4957.13870169,Limit,Filled,-5665.8409933158,"Partial TP" 
2025-03-02T19:40:00Z,XDGUSD,0.230978,76081.10411941,Limit,Filled,17573.061267293,"Entry" 
2025-03-02T19:40:00Z,SUIUSD,0,2763.86737,Limit,Canceled,0,"" 
2025-03-02T20:39:00Z,ETHUSD,2509.24,-13.47776461,Limit,Filled,-33818.946069996,"ATR Trail" 
2025-03-02T20:45:00Z,TAOUSD,354.1755,95.37969,Limit,Filled,33781.149395595,"Entry" 
2025-03-02T21:10:00Z,TAOUSD,350.2,-95.37969,Limit,Filled,-33401.967438,"ATR Trail" 
2025-03-02T21:15:00Z,XLMUSD,0.350072,127568.72205154,Limit,Filled,44658.237666027,"Entry" 
2025-03-02T21:19:00Z,XRPUSD,2.95532,-2227.59602531,Limit,Filled,-6583.2590855191,"Partial TP" 
2025-03-02T21:36:00Z,XRPUSD,2.95532,-2227.59602531,Limit,Filled,-6583.2590855191,"ATR Trail" 
2025-03-02T21:38:00Z,XLMUSD,0.349621,-127568.72205154,Limit,Filled,-44600.704172381,"ATR Trail" 
2025-03-02T21:39:00Z,LTCUSD,0,281.4339671,Limit,Canceled,0,"" 
2025-03-02T21:41:00Z,ETHUSD,0,14.18887627,Limit,Canceled,0,"" 
2025-03-02T21:44:00Z,LINKUSD,17.34445,1012.66366739,Limit,Filled,17564.094345862,"Entry" 
2025-03-02T21:48:00Z,ADAUSD,1.142966,-4957.13870169,Limit,Filled,-5665.8409933158,"Trailing Stop" 
2025-03-02T21:49:00Z,ETHUSD,2523.11,17.83922361,Limit,Filled,45010.323482627,"Entry" 
2025-03-02T22:04:00Z,XDGUSD,0.2325548,-76081.1041194,Limit,Filled,-17693.025952266,"ATR Trail" 
2025-03-02T22:37:00Z,LINKUSD,17.41786,-1012.66366739,Limit,Filled,-17638.433985686,"ATR Trail" 
